track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url
Neon Reflections,Mystic Tides,3,2017,6,25,3691,34,249881926,116,70,118,163,84.0,148,F,Major,94,45,44,63,75,3,0,Not Found
Blinding Lights,Mystic Tides,1,2000,6,18,5906,134,844207195,66,98,26,89,,122,E,Minor,87,17,1,49,79,78,54,Not Found
Eternal Glow,Aurora,4,2010,12,27,4514,79,611861712,61,78,30,130,,169,D,Major,51,81,78,65,25,40,11,Not Found
Echoing Voices,Neon Hearts,5,2000,9,7,5386,190,194580790,122,53,103,194,,106,E,Major,88,89,78,36,2,20,62,Not Found
Rise and Shine,The Wanderers,2,2005,7,26,6247,144,145164161,139,57,47,53,,183,A,Major,68,30,95,26,60,20,70,Not Found
Dreaming Awake,Stellar Waves,2,2021,11,25,2315,94,243946125,75,90,16,187,97.0,119,C#,Minor,80,37,68,82,73,14,46,Not Found
Lost in the Stars,Golden Skies,5,2011,5,26,2644,18,775570973,94,15,96,153,,63,F,Minor,44,54,11,14,52,88,89,Not Found
Chasing Dreams,Blue Moon,3,2014,10,26,5359,14,733668564,16,104,135,42,,178,E,Minor,55,74,26,71,69,82,76,Not Found
Stellar Glow,Aurora,3,2019,1,27,4169,10,131715629,83,181,134,56,120.0,85,G,Minor,10,3,1,61,0,62,31,Not Found
Whispers of the Wind,Dreamweavers,5,2002,3,23,4252,49,420167205,70,7,12,30,,150,C,Major,54,97,62,36,7,69,40,Not Found
Waves of Time,Solar Glow,1,2015,12,11,6524,81,308543109,43,25,134,125,39.0,92,C,Major,31,62,100,43,85,100,31,Not Found
Rhythms of the Night,Crystal Sands,5,2003,8,13,179,61,66517275,150,172,110,13,66.0,155,E,Minor,54,58,71,8,84,42,9,Not Found
Blinding Lights,The Wildfires,3,2018,12,21,7017,106,628703259,53,76,59,137,,79,A,Major,17,91,78,2,63,71,39,Not Found
Sunset Boulevard,Neon Hearts,3,2019,6,19,757,108,462469319,97,163,33,56,,196,C,Minor,56,61,69,52,9,48,4,Not Found
Beyond the Horizon,The Vibes,5,2004,1,8,6970,81,151177371,92,60,48,121,82.0,171,E,Major,79,9,83,91,68,94,3,Not Found
Rise and Shine,Echo Dreamers,2,2007,5,28,4598,178,925765148,88,136,69,67,,75,A#,Minor,65,55,92,36,89,72,93,Not Found
Echoing Voices,Crystal Sands,3,2004,1,8,649,32,628782844,10,169,5,113,70.0,115,B,Major,28,70,49,1,75,65,11,Not Found
Echoing Voices,Silver Lines,2,2009,4,18,6519,19,255402468,12,56,124,166,,106,F,Major,54,28,89,92,29,29,100,Not Found
Rise and Shine,The Wildfires,2,2014,12,8,2197,14,957965049,68,129,69,37,,105,E,Major,88,26,98,31,91,22,60,Not Found
Endless Journey,Blue Moon,1,2022,12,22,400,77,254311649,132,82,70,93,,104,C#,Minor,55,61,10,20,1,34,15,Not Found
Sunset Boulevard,Aurora,5,2001,3,11,900,169,661019978,53,120,108,126,66.0,190,C#,Minor,58,89,78,45,58,15,11,Not Found
Echoing Voices,Lunar Drift,4,2022,10,21,5960,190,631206050,55,24,58,77,,69,G,Major,58,64,97,44,21,44,100,Not Found
Stellar Glow,Silver Lines,5,2010,7,5,4599,157,770979246,86,18,69,124,,101,D,Minor,14,98,27,87,55,81,8,Not Found
Rhythms of the Night,Dreamweavers,5,2020,9,26,1615,189,904203146,23,180,126,122,,71,A#,Minor,72,79,7,48,95,50,10,Not Found
Endless Journey,Stellar Waves,3,2006,11,22,3483,40,238387770,5,97,1,159,63.0,68,G,Minor,0,56,1,69,4,98,93,Not Found
Fading Lights,Velvet Echo,1,2001,11,10,2690,139,371525991,100,97,140,186,42.0,102,F,Minor,52,79,33,0,15,82,99,Not Found
Chasing Dreams,Echo Dreamers,5,2005,2,19,3884,171,31674487,138,118,56,71,47.0,151,A,Minor,5,13,17,49,29,13,91,Not Found
Eternal Glow,Lunar Drift,1,2000,5,5,6094,3,30109034,10,11,117,180,,116,C#,Minor,78,59,67,37,26,83,12,Not Found
Dreaming Awake,Mystic Tides,1,2018,1,15,1025,73,527814387,54,107,57,75,,81,A,Minor,92,34,42,53,78,64,25,Not Found
Endless Journey,The Wanderers,2,2003,4,19,7859,42,281880435,105,168,100,79,,186,A,Major,1,43,26,46,41,45,30,Not Found
Crystal Clear,Velvet Echo,3,2012,9,26,62,183,744530466,99,156,84,68,107.0,192,E,Minor,85,68,83,77,42,87,89,Not Found
Through the Shadows,Solar Glow,5,2010,3,28,3187,195,838978905,20,127,22,119,,126,A#,Minor,46,43,50,21,91,77,71,Not Found
Heartbeats in Silence,The Soundcasters,4,2016,5,13,5529,28,483237239,16,128,104,57,84.0,177,C#,Minor,64,86,12,63,67,73,69,Not Found
Lost in the Stars,The Soundcasters,4,2010,4,9,3637,9,639072253,75,26,31,133,27.0,179,E,Major,23,79,61,6,28,8,24,Not Found
Stellar Glow,The Soundcasters,2,2013,12,16,5167,198,429977303,60,114,55,4,,175,F,Major,70,0,27,3,56,28,77,Not Found
Into the Night,Lunar Drift,5,2010,5,5,670,27,42521384,122,191,8,44,,83,F,Major,51,97,27,1,6,6,85,Not Found
Golden Hour,Lunar Drift,1,2001,2,6,2008,145,254954669,119,106,92,30,21.0,157,C#,Minor,74,19,58,9,19,2,58,Not Found
Silent Echo,The Wildfires,1,2005,10,7,4898,45,499566216,68,36,49,134,34.0,130,B,Minor,55,13,28,12,67,3,94,Not Found
Golden Hour,The Soundcasters,4,2006,4,28,613,97,417700389,14,123,73,55,,122,A#,Major,89,31,62,68,12,17,7,Not Found
Waves of Time,The Shifters,1,2001,11,27,2783,13,957587643,68,86,119,118,80.0,99,E,Minor,24,44,9,39,77,0,100,Not Found
Whispers of the Wind,Golden Skies,2,2017,11,27,6578,107,970931571,28,46,129,172,118.0,131,B,Minor,13,78,47,67,74,39,49,Not Found
Dreaming Awake,Stellar Waves,1,2007,9,11,5949,15,977618366,75,46,77,26,,98,A#,Minor,3,48,73,91,0,13,64,Not Found
Stellar Glow,Velvet Echo,4,2007,12,11,1499,68,831207411,90,14,79,52,,89,C,Major,65,78,99,7,57,66,53,Not Found
Echoing Voices,Echo Dreamers,3,2020,6,8,6091,193,479861416,4,195,139,41,,145,A#,Major,42,14,36,61,71,41,57,Not Found
Sunset Boulevard,Velvet Echo,2,2006,7,11,6321,147,783471635,106,33,93,65,18.0,74,B,Minor,85,53,21,14,97,32,98,Not Found
Eternal Glow,Midnight Skies,1,2020,4,19,5198,49,875640889,102,145,15,58,,140,E,Minor,16,6,32,10,76,19,99,Not Found
Rhythms of the Night,Silver Lines,4,2001,10,24,1886,51,999114956,94,177,4,193,117.0,140,D,Major,9,17,94,53,76,95,91,Not Found
Golden Hour,Aurora,4,2005,1,2,2331,36,149858138,112,198,142,167,25.0,89,G,Minor,80,15,91,99,27,11,20,Not Found
Sunset Boulevard,Solar Glow,1,2017,10,18,2374,113,79534081,39,160,50,65,,154,C#,Major,4,8,17,77,41,38,41,Not Found
Eternal Glow,The Soundcasters,2,2017,6,11,4368,52,708790427,50,170,64,165,77.0,106,B,Major,99,68,14,20,88,6,96,Not Found
Stellar Glow,Velvet Echo,5,2009,11,2,7396,78,5127170,86,168,19,22,,121,D,Major,98,97,31,57,13,6,54,Not Found
Into the Night,The Soundcasters,5,2014,5,24,1750,96,435664525,117,22,123,144,53.0,130,G,Minor,62,62,18,94,6,10,35,Not Found
Chasing Dreams,Lunar Drift,5,2009,9,22,4081,96,423914261,109,74,85,168,,158,D,Major,0,24,55,23,54,82,100,Not Found
Whispers of the Wind,The Soundcasters,2,2017,1,15,1669,6,725892241,136,182,61,146,130.0,95,A,Minor,6,14,24,7,86,31,17,Not Found
Rise and Shine,Dreamweavers,4,2017,10,6,1641,134,124681739,53,133,99,2,,67,D,Minor,18,37,90,23,49,19,63,Not Found
Neon Reflections,The Shifters,2,2007,9,26,1556,130,814650623,114,166,32,58,,102,A#,Minor,68,96,31,84,13,20,95,Not Found
Chasing Dreams,Blue Moon,1,2023,9,10,1224,181,8723431,0,108,36,64,,191,A,Major,31,89,83,6,39,72,57,Not Found
Whispers of the Wind,Stellar Waves,5,2005,1,21,5325,170,199360472,123,191,72,17,53.0,137,A,Major,22,77,65,57,6,52,23,Not Found
Rhythms of the Night,The Wanderers,3,2019,5,8,6908,169,216509711,111,137,35,47,,112,A#,Major,49,91,17,69,41,49,21,Not Found
Into the Night,Solar Glow,4,2022,7,14,6028,89,828481602,57,123,61,91,143.0,184,A,Minor,69,47,63,45,97,20,91,Not Found
Fading Lights,Midnight Skies,4,2011,9,25,4039,192,730014871,114,40,109,190,64.0,155,A#,Major,68,82,79,99,18,11,77,Not Found
Beyond the Horizon,The Soundcasters,5,2000,7,27,1826,171,408441118,1,85,15,186,24.0,128,F,Minor,98,73,99,8,17,19,75,Not Found
Chasing Dreams,Mystic Tides,1,2020,3,15,210,51,775291618,94,82,50,142,,80,A#,Major,67,95,63,97,16,89,3,Not Found
Into the Night,Dreamweavers,1,2000,6,20,4558,147,517112297,11,140,22,111,,121,F,Minor,85,23,92,15,48,18,45,Not Found
Beyond the Horizon,Crystal Sands,2,2017,5,8,4546,20,683227968,1,102,22,134,117.0,69,D,Major,79,4,25,21,33,65,59,Not Found
Rise and Shine,Crystal Sands,5,2014,6,21,5634,161,39031438,145,156,38,79,20.0,126,G,Minor,31,86,64,74,0,60,70,Not Found
Neon Reflections,The Wanderers,4,2003,7,20,5207,80,381047946,121,40,109,62,,156,F,Major,38,14,87,22,69,39,94,Not Found
Rise and Shine,Aurora,4,2000,5,11,525,160,739146811,128,99,63,19,7.0,133,F,Minor,47,87,28,55,17,59,66,Not Found
Whispers of the Wind,The Wanderers,1,2023,12,24,3869,176,276776825,140,51,90,73,,94,B,Minor,56,32,94,15,71,29,2,Not Found
Into the Night,The Shifters,1,2011,9,24,913,43,719382439,149,94,147,196,,118,F,Major,56,55,88,80,82,99,99,Not Found
Chasing Dreams,The Wanderers,4,2017,6,28,5297,4,405090583,115,79,40,166,,125,F,Major,77,0,51,47,42,13,36,Not Found
Waves of Time,Dreamweavers,3,2012,1,11,2072,7,43311017,138,39,56,67,,167,A,Major,63,36,3,43,13,0,34,Not Found
Crystal Clear,The Shifters,2,2022,8,12,3297,157,940473677,92,55,61,178,133.0,81,C#,Major,61,79,17,92,60,83,77,Not Found
Dreaming Awake,Velvet Echo,2,2000,10,3,6373,66,345764616,133,183,90,186,,106,A#,Major,97,51,84,28,86,63,79,Not Found
Waves of Time,The Wanderers,1,2008,1,19,3523,39,938732029,96,153,114,59,96.0,176,A#,Major,58,87,63,71,66,12,23,Not Found
Into the Night,Lunar Drift,4,2010,1,8,7922,193,358259449,19,51,139,14,,185,A#,Major,71,20,19,29,12,50,95,Not Found
Beyond the Horizon,Aurora,3,2012,8,4,2966,26,221095896,144,95,60,144,141.0,173,C#,Minor,68,67,74,0,27,70,97,Not Found
Heartbeats in Silence,Silver Lines,1,2005,11,21,4382,91,783195780,50,143,63,188,,170,B,Minor,67,27,94,51,30,68,65,Not Found
Crystal Clear,The Shifters,3,2019,10,8,1565,136,101189248,83,77,21,2,,88,D,Major,13,55,36,68,21,83,12,Not Found
Echoing Voices,The Wildfires,3,2004,3,15,1477,10,199597518,95,68,15,68,29.0,128,D,Major,22,77,73,63,6,30,2,Not Found
Echoing Voices,Lunar Drift,3,2023,9,3,4522,136,739390152,48,183,27,133,,179,G,Major,31,81,10,39,84,32,51,Not Found
Whispers of the Wind,Blue Moon,4,2013,10,14,7183,17,57656634,109,157,57,186,71.0,123,F,Major,19,51,62,62,74,53,3,Not Found
Chasing Dreams,Blue Moon,5,2021,2,1,588,77,316805036,78,9,52,45,,93,C#,Minor,70,61,85,76,71,54,97,Not Found
Sunset Boulevard,Night Breeze,2,2007,9,22,5099,5,809417512,150,0,1,162,97.0,82,A#,Minor,56,12,76,46,46,43,71,Not Found
Heartbeats in Silence,Midnight Skies,4,2004,11,19,3597,195,839701519,79,46,106,59,,76,A,Major,91,43,74,99,51,16,8,Not Found
Whispers of the Wind,Mystic Tides,4,2016,8,21,7237,149,198385015,139,13,108,43,37.0,65,A,Minor,16,80,41,12,67,79,45,Not Found
Chasing Dreams,Echo Dreamers,4,2018,12,20,1228,127,538096691,51,20,108,69,,156,C,Major,59,97,84,19,52,100,84,Not Found
Chasing Dreams,The Wildfires,1,2022,7,25,1500,64,22878000,106,63,35,180,,186,C#,Minor,23,66,72,0,99,94,93,Not Found
Golden Hour,Aurora,5,2021,7,10,6235,80,60262424,137,3,84,137,,151,A#,Major,35,35,7,60,32,13,6,Not Found
Golden Hour,The Vibes,1,2016,8,15,4011,186,367606868,40,85,53,168,29.0,128,B,Major,27,35,72,91,28,78,92,Not Found
Eternal Glow,Night Breeze,3,2008,6,22,7585,172,676671660,49,137,13,3,,85,C,Major,96,48,8,77,97,42,18,Not Found
Beyond the Horizon,Midnight Skies,5,2012,11,19,283,93,626484571,26,6,137,61,,103,C#,Major,9,51,49,41,80,44,40,Not Found
Chasing Dreams,The Wanderers,1,2011,11,13,3886,95,550223460,143,124,44,20,80.0,176,E,Minor,63,75,64,8,71,99,4,Not Found
Whispers of the Wind,The Wanderers,1,2009,9,23,3358,81,755184519,137,24,58,118,87.0,75,C,Minor,98,28,44,54,15,62,25,Not Found
Rhythms of the Night,Dreamweavers,2,2011,3,18,2644,116,897634309,30,28,30,168,,109,C,Minor,43,57,7,19,84,89,48,Not Found
Endless Journey,The Wanderers,5,2000,1,18,3369,6,833129869,27,126,120,181,,199,G,Major,42,40,65,75,82,8,42,Not Found
Sunset Boulevard,Mystic Tides,4,2022,10,5,4225,182,358450470,8,92,60,14,138.0,158,E,Minor,49,85,78,18,70,32,62,Not Found
Golden Hour,Midnight Skies,3,2017,12,23,957,134,116910122,134,90,33,121,,81,E,Major,31,95,46,20,1,68,90,Not Found
Dreaming Awake,The Wanderers,2,2014,12,8,2522,197,600274309,27,105,111,56,17.0,175,F,Minor,3,71,64,83,87,76,7,Not Found
Fading Lights,Neon Hearts,1,2019,11,26,3020,60,644271019,130,33,64,194,76.0,138,A#,Major,0,82,49,77,49,45,49,Not Found
Lost in the Stars,Neon Hearts,5,2004,3,24,7530,94,339501924,84,27,39,35,,92,C#,Minor,17,10,84,53,30,32,67,Not Found
Dreaming Awake,Velvet Echo,3,2012,7,16,6171,25,296957076,123,120,50,25,91.0,63,G,Minor,44,16,74,57,76,13,56,Not Found
Neon Reflections,Golden Skies,4,2011,4,20,6491,50,195774078,58,145,76,174,,200,F,Major,86,3,42,53,17,24,83,Not Found
Rise and Shine,Lunar Drift,1,2003,10,2,462,9,936771324,45,43,124,91,126.0,198,A,Minor,18,67,7,59,6,92,38,Not Found
Dreaming Awake,Ocean Souls,4,2011,8,8,5415,2,678874052,37,188,110,106,29.0,131,A,Major,5,90,65,13,61,28,96,Not Found
Whispers of the Wind,Dreamweavers,3,2019,1,28,3084,95,345516190,92,142,30,161,,68,A#,Major,31,67,52,95,14,69,15,Not Found
Endless Journey,Mystic Tides,2,2022,5,16,924,180,682331310,126,78,103,68,,130,E,Minor,73,16,55,22,29,50,64,Not Found
Eternal Glow,The Wildfires,2,2009,11,22,1642,50,318801444,109,131,115,197,,104,C,Major,91,40,83,74,3,30,54,Not Found
Endless Journey,Echo Dreamers,1,2008,10,7,6633,19,656637901,77,58,66,144,,188,A#,Minor,88,15,4,38,37,97,94,Not Found
Stellar Glow,Dreamweavers,2,2016,3,21,2691,139,658590146,61,12,123,85,,60,A#,Minor,62,16,34,20,33,41,79,Not Found
Beyond the Horizon,The Vibes,3,2019,6,1,5440,179,512059676,73,135,91,75,44.0,121,C,Major,44,89,79,97,94,52,50,Not Found
Chasing Dreams,The Vibes,4,2001,3,12,1157,195,809805690,9,105,85,20,103.0,150,C,Minor,98,7,65,53,36,64,63,Not Found
Neon Reflections,The Shifters,5,2007,12,9,5135,148,126500224,52,99,89,151,14.0,125,A#,Major,66,64,75,47,3,82,83,Not Found
Crystal Clear,Silver Lines,2,2011,6,24,4090,58,165895159,39,10,127,46,,184,F,Major,84,76,84,2,3,25,0,Not Found
Chasing Dreams,The Wildfires,5,2012,5,20,872,26,674996061,130,75,50,118,,143,A#,Major,59,7,13,7,48,24,31,Not Found
Dreaming Awake,Lunar Drift,4,2007,3,24,5342,101,149050377,111,29,123,17,110.0,124,F,Major,45,100,14,28,36,9,41,Not Found
Whispers of the Wind,Night Breeze,1,2022,11,3,1849,63,625547741,89,196,66,13,103.0,89,C#,Major,93,28,22,96,20,12,72,Not Found
Dreaming Awake,Velvet Echo,1,2013,1,12,6496,5,368994778,58,56,145,156,38.0,111,C,Minor,1,79,56,12,15,11,54,Not Found
Eternal Glow,The Soundcasters,1,2014,8,22,6543,156,533273647,101,176,99,31,137.0,158,A,Major,31,74,57,32,45,86,40,Not Found
Golden Hour,Crystal Sands,1,2019,9,25,7942,32,23094360,55,132,114,102,4.0,162,C#,Major,99,8,49,36,34,41,68,Not Found
Sunset Boulevard,Ocean Souls,5,2013,6,20,4510,82,983249999,119,89,21,78,,157,A#,Minor,73,24,53,37,39,65,71,Not Found
Whispers of the Wind,Lunar Drift,4,2010,4,12,6513,16,796477686,31,182,73,135,,160,B,Minor,90,26,79,52,69,0,91,Not Found
Whispers of the Wind,Echo Dreamers,5,2017,8,19,1507,37,276818981,6,62,42,94,,85,C,Major,56,56,4,91,19,63,35,Not Found
Rhythms of the Night,The Wanderers,2,2004,12,22,6670,142,421543597,132,2,4,108,127.0,173,F,Minor,42,12,24,25,43,89,59,Not Found
Rise and Shine,The Wildfires,3,2021,3,23,5162,181,93341057,34,101,2,2,140.0,173,A#,Major,85,16,80,52,66,63,82,Not Found
Sunset Boulevard,Golden Skies,1,2015,4,27,4084,75,894812060,5,157,57,132,,109,E,Major,13,66,49,18,70,23,93,Not Found
Stellar Glow,Aurora,5,2007,3,21,278,89,206348624,72,83,91,122,,60,A,Major,52,85,48,29,90,44,57,Not Found
Eternal Glow,Neon Hearts,5,2017,7,12,3695,105,346776866,56,197,61,12,,125,C#,Minor,88,85,13,99,76,34,24,Not Found
Fading Lights,Mystic Tides,5,2000,5,27,640,194,466294014,122,24,13,27,,173,A,Minor,32,28,51,36,63,96,37,Not Found
Stellar Glow,Echo Dreamers,2,2001,1,28,402,103,247648206,28,62,35,196,70.0,154,B,Major,30,17,79,66,86,67,45,Not Found
Heartbeats in Silence,Mystic Tides,2,2019,11,16,2525,44,268576885,62,25,140,158,,144,F,Minor,68,84,35,79,78,59,95,Not Found
Endless Journey,Dreamweavers,5,2004,2,23,5395,142,466107953,3,142,67,44,132.0,149,B,Minor,10,77,48,61,98,46,25,Not Found
Stellar Glow,Midnight Skies,5,2022,10,12,6644,11,844676791,56,14,24,35,55.0,90,D,Major,33,82,38,26,30,70,100,Not Found
Chasing Dreams,Night Breeze,1,2008,10,18,3941,65,550275665,106,27,98,193,13.0,116,C,Major,96,46,66,2,6,18,31,Not Found
Rhythms of the Night,Velvet Echo,3,2005,8,21,1943,192,860853619,147,113,51,24,15.0,93,C,Minor,56,44,78,19,47,44,32,Not Found
Endless Journey,Midnight Skies,5,2017,1,6,3959,167,395817263,51,145,77,114,43.0,162,C,Minor,99,34,73,60,20,79,69,Not Found
Neon Reflections,The Wanderers,1,2015,10,1,6857,83,271803212,66,14,46,5,,121,D,Minor,12,60,50,77,11,77,30,Not Found
Crystal Clear,Velvet Echo,1,2016,10,15,1272,63,729803016,125,50,88,27,34.0,179,B,Major,30,70,87,11,88,97,61,Not Found
Chasing Dreams,Aurora,1,2006,7,11,1025,146,838409318,68,95,94,4,97.0,111,D,Minor,5,67,16,65,87,29,11,Not Found
Silent Echo,Lunar Drift,3,2021,7,21,3615,149,288318407,91,51,133,1,,187,F,Minor,78,86,60,14,48,40,95,Not Found
Whispers of the Wind,The Soundcasters,2,2014,9,7,5059,166,291027495,73,156,116,18,,90,A,Major,35,50,76,20,93,87,4,Not Found
Beyond the Horizon,Neon Hearts,5,2005,8,22,4528,142,3255646,118,90,149,123,,86,G,Major,48,100,77,12,80,32,30,Not Found
Golden Hour,Dreamweavers,5,2023,3,1,6689,44,347328314,111,36,126,94,44.0,75,F,Minor,7,93,66,90,60,18,24,Not Found
Chasing Dreams,Stellar Waves,1,2010,5,4,1977,61,75115408,18,136,59,147,143.0,120,D,Major,59,52,68,15,84,30,32,Not Found
Rise and Shine,Mystic Tides,4,2003,9,7,438,67,23095392,146,140,78,34,139.0,102,C,Minor,58,85,32,41,84,48,28,Not Found
Waves of Time,Velvet Echo,1,2014,12,8,5579,191,306842504,27,197,125,197,65.0,109,C,Major,42,65,96,10,40,21,94,Not Found
Sunset Boulevard,Echo Dreamers,2,2007,2,8,1508,182,547104728,135,8,127,55,,175,A#,Minor,1,72,66,81,62,94,44,Not Found
Silent Echo,Golden Skies,2,2018,10,28,5511,37,103794914,135,123,107,48,64.0,86,G,Major,34,47,43,44,71,1,82,Not Found
Neon Reflections,Crystal Sands,3,2022,4,14,6490,101,487664908,145,30,34,169,144.0,73,A,Major,47,8,34,37,64,10,41,Not Found
Golden Hour,Midnight Skies,2,2017,7,16,5843,117,203643086,53,166,146,173,,138,A#,Major,2,91,37,51,48,18,99,Not Found
Through the Shadows,Echo Dreamers,4,2007,6,25,1738,38,900918341,112,24,49,70,64.0,129,C,Major,58,17,42,76,56,60,98,Not Found
Into the Night,Velvet Echo,5,2018,12,28,4796,35,824028954,118,101,102,141,,147,A,Major,31,95,23,34,26,29,25,Not Found
Lost in the Stars,The Wanderers,3,2019,5,22,3101,90,872278964,61,176,71,22,101.0,73,A,Major,61,71,14,76,21,68,68,Not Found
Lost in the Stars,Blue Moon,3,2000,5,24,5706,145,117997903,100,42,17,181,,137,F,Major,94,53,81,61,10,1,98,Not Found
Into the Night,The Wildfires,2,2023,11,19,1525,80,125932562,141,173,66,56,108.0,138,A,Major,87,37,72,12,94,29,86,Not Found
Endless Journey,Golden Skies,5,2008,8,5,4865,14,323387055,39,181,15,193,97.0,125,A,Major,96,86,92,74,96,99,35,Not Found
Sunset Boulevard,Night Breeze,1,2017,12,8,2201,183,770747578,118,75,127,68,62.0,76,E,Major,96,67,5,3,82,37,73,Not Found
Dreaming Awake,Neon Hearts,5,2000,7,27,2326,12,186947493,85,27,9,161,,86,A#,Minor,55,14,85,68,53,57,40,Not Found
Sunset Boulevard,The Echoes,5,2020,1,5,4731,31,517216562,62,75,20,116,,93,E,Minor,58,48,45,95,74,45,28,Not Found
Stellar Glow,Velvet Echo,1,2004,1,17,1803,67,114572141,78,4,145,51,,190,B,Major,50,82,51,96,12,91,36,Not Found
Crystal Clear,Stellar Waves,4,2003,1,28,4194,113,255092730,91,30,124,140,75.0,84,A#,Major,27,96,46,58,77,6,10,Not Found
Stellar Glow,Dreamweavers,4,2010,5,3,2183,27,361217063,74,107,56,20,,103,G,Major,33,97,71,6,88,50,17,Not Found
Heartbeats in Silence,Night Breeze,1,2011,6,27,6840,151,592969102,71,130,67,157,,89,A,Minor,15,56,39,35,67,27,9,Not Found
Lost in the Stars,Mystic Tides,5,2013,3,20,6227,184,987300957,56,148,49,200,14.0,166,B,Major,81,1,9,70,19,93,56,Not Found
Stellar Glow,The Soundcasters,2,2003,6,18,2222,62,692655605,44,37,48,125,110.0,181,B,Major,63,53,7,26,59,32,95,Not Found
Into the Night,Midnight Skies,1,2022,3,25,3975,154,577938334,29,101,60,110,88.0,68,G,Minor,57,94,18,25,79,68,32,Not Found
Waves of Time,The Echoes,3,2005,1,26,3956,161,659614103,87,96,126,135,132.0,175,C,Major,79,37,94,31,19,52,30,Not Found
Neon Reflections,Lunar Drift,4,2001,3,10,6119,5,73088495,77,186,73,163,,79,C,Major,74,66,24,9,88,26,89,Not Found
Chasing Dreams,Blue Moon,5,2010,3,9,2764,145,40817984,50,97,147,179,,79,E,Minor,73,49,13,90,54,94,32,Not Found
Into the Night,Aurora,1,2019,7,17,6080,45,761452315,21,173,95,54,,176,A,Minor,7,94,29,63,37,66,56,Not Found
Crystal Clear,The Wanderers,3,2005,1,25,128,109,153040955,87,17,106,65,68.0,189,D,Major,69,54,81,0,86,26,41,Not Found
Through the Shadows,Night Breeze,5,2020,5,17,215,197,193436712,70,74,74,70,136.0,68,A,Minor,41,8,68,39,32,13,17,Not Found
Rhythms of the Night,Velvet Echo,3,2004,8,14,1406,3,394383605,81,135,2,92,110.0,167,B,Major,28,18,93,2,41,31,75,Not Found
Through the Shadows,Stellar Waves,4,2017,6,18,4497,72,618177376,119,186,112,12,93.0,129,A#,Major,18,43,46,8,43,100,7,Not Found
Into the Night,Stellar Waves,4,2017,8,15,7881,12,879467686,28,23,47,71,,187,A,Minor,86,44,48,67,88,7,67,Not Found
Beyond the Horizon,Neon Hearts,3,2015,5,17,6318,149,535385699,39,119,124,14,24.0,198,G,Minor,17,94,55,50,30,57,25,Not Found
Blinding Lights,Night Breeze,3,2008,10,7,369,23,478563612,136,5,40,148,,84,C#,Minor,82,67,79,77,29,6,48,Not Found
Through the Shadows,Crystal Sands,3,2009,12,18,3508,70,664894164,7,124,106,114,,123,C#,Major,11,7,77,23,59,14,82,Not Found
Crystal Clear,Velvet Echo,4,2013,7,13,3275,102,722554188,44,28,19,128,119.0,154,F,Major,20,63,57,83,86,37,82,Not Found
Into the Night,Stellar Waves,3,2017,12,26,2908,191,509572080,86,6,5,99,119.0,144,F,Minor,63,20,53,18,83,9,43,Not Found
Heartbeats in Silence,Velvet Echo,3,2019,4,25,657,200,743663812,121,87,0,177,,196,F,Major,87,13,6,89,21,37,58,Not Found
Silent Echo,Blue Moon,5,2014,8,10,3059,197,792958486,95,13,110,157,,162,F,Major,16,14,41,5,70,89,36,Not Found
Rise and Shine,Midnight Skies,2,2004,10,2,4116,159,19041233,84,104,99,68,,195,G,Minor,91,44,98,93,72,4,14,Not Found
Chasing Dreams,Ocean Souls,3,2003,7,11,1579,157,237058567,6,101,147,165,140.0,172,F,Minor,37,72,55,11,31,79,45,Not Found
Through the Shadows,Midnight Skies,4,2010,2,25,146,195,113637120,132,193,17,153,74.0,108,D,Major,34,90,86,27,18,49,55,Not Found
Silent Echo,Neon Hearts,2,2023,5,25,2164,132,723973732,26,148,109,159,37.0,183,C,Major,67,1,36,45,69,91,4,Not Found
Through the Shadows,The Echoes,1,2014,12,23,3357,69,750812819,108,167,44,17,,104,A#,Major,100,100,33,26,63,49,22,Not Found
Lost in the Stars,The Wanderers,3,2006,9,6,6499,173,420277127,101,159,0,169,,183,C,Major,70,86,40,38,73,64,65,Not Found
Waves of Time,Aurora,3,2004,3,25,2264,50,458489216,134,75,68,22,,67,A,Minor,47,32,50,44,28,79,44,Not Found
Whispers of the Wind,The Shifters,2,2005,4,7,2887,42,538931540,104,65,80,72,,137,A#,Major,49,26,96,32,91,16,82,Not Found
Through the Shadows,The Wildfires,1,2010,11,17,3800,28,866331159,55,126,60,161,85.0,122,E,Major,74,6,5,45,90,76,66,Not Found
Beyond the Horizon,The Wanderers,2,2018,4,21,146,160,894308120,58,78,125,55,60.0,180,B,Major,62,91,4,89,14,82,9,Not Found
Through the Shadows,The Soundcasters,2,2014,4,23,3238,115,230386489,25,185,82,140,,174,B,Minor,33,29,7,26,97,86,0,Not Found
Dreaming Awake,The Shifters,2,2015,12,25,5931,183,431777930,90,27,100,151,32.0,172,E,Minor,2,85,39,87,24,31,31,Not Found
Dreaming Awake,Lunar Drift,5,2006,9,23,5413,132,398730919,71,177,99,11,24.0,199,B,Major,23,16,51,5,97,3,73,Not Found
